rates,coach_offs,coach_rates,win-loss,host_guest,days,game_month,rival_rates,rival_coach_offs,rival_coach_rates,coach_campions,wins-loss,rival_id,racer,label
0.439,8,41.7,-10,1,1,11,0.537,2,50.5,0,6,9,黄蜂,0
0.439,8,41.7,-10,1,2,2,0.537,2,50.5,0,6,9,黄蜂,0
0.439,8,41.7,-10,0,3,3,0.537,2,50.5,0,6,9,黄蜂,1
0.439,8,41.7,-10,1,3,11,0.415,18,55.7,0,-14,5,勇士,0
0.439,8,41.7,-10,0,2,1,0.415,18,55.7,0,-14,5,勇士,0
0.439,8,41.7,-10,0,3,11,0.317,12,54.3,0,-30,20,76人,0
0.439,8,41.7,-10,1,5,1,0.317,12,54.3,0,-30,20,76人,0
0.439,8,41.7,-10,1,2,4,0.317,12,54.3,0,-30,20,76人,1
0.439,8,41.7,-10,0,1,4,0.317,12,54.3,0,-30,20,76人,0
0.439,8,41.7,-10,0,3,11,0.5,5,51.4,0,0,17,步行者,0
0.439,8,41.7,-10,1,1,11,0.5,5,51.4,0,0,17,步行者,1
0.439,8,41.7,-10,1,2,3,0.5,5,51.4,0,0,17,步行者,1
0.439,8,41.7,-10,0,1,4,0.5,5,51.4,0,0,17,步行者,0
0.439,8,41.7,-10,1,2,11,0.6709999999999999,7,55.9,2,28,3,火箭,0
0.439,8,41.7,-10,0,2,3,0.6709999999999999,7,55.9,2,28,3,火箭,0
0.439,8,41.7,-10,0,1,11,0.524,3,42.7,0,4,18,老鹰,0
0.439,8,41.7,-10,1,3,12,0.524,3,42.7,0,4,18,老鹰,0
0.439,8,41.7,-10,1,4,2,0.524,3,42.7,0,4,18,老鹰,1
0.439,8,41.7,-10,0,1,3,0.524,3,42.7,0,4,18,老鹰,0
0.439,8,41.7,-10,0,4,12,0.341,7,46.1,0,-26,7,雄鹿,0
0.439,8,41.7,-10,1,2,1,0.341,7,46.1,0,-26,7,雄鹿,0
0.439,8,41.7,-10,0,2,4,0.341,7,46.1,0,-26,7,雄鹿,1
0.439,8,41.7,-10,1,2,4,0.341,7,46.1,0,-26,7,雄鹿,1
0.439,8,41.7,-10,0,2,12,0.598,0,45.0,0,16,2,马刺,0
0.439,8,41.7,-10,1,2,2,0.598,0,45.0,0,16,2,马刺,1
0.439,8,41.7,-10,1,2,12,0.7559999999999999,4,53.3,0,42,16,太阳,0
0.439,8,41.7,-10,0,1,1,0.7559999999999999,4,53.3,0,42,16,太阳,0
0.439,8,41.7,-10,1,3,12,0.305,1,38.2,0,-32,11,国王,1
0.439,8,41.7,-10,0,2,1,0.305,1,38.2,0,-32,11,国王,0
0.439,8,41.7,-10,0,1,12,0.732,21,63.6,5,38,21,尼克斯,0
0.439,8,41.7,-10,1,2,2,0.732,21,63.6,5,38,21,尼克斯,0
0.439,8,41.7,-10,0,2,2,0.732,21,63.6,5,38,21,尼克斯,0
0.439,8,41.7,-10,1,1,4,0.732,21,63.6,5,38,21,尼克斯,0
0.439,8,41.7,-10,1,3,4,0.732,21,63.6,5,38,21,尼克斯,0
0.439,8,41.7,-10,0,2,12,0.695,20,70.4,11,32,13,公牛,0
0.439,8,41.7,-10,1,2,12,0.695,20,70.4,11,32,13,公牛,0
0.439,8,41.7,-10,1,2,3,0.695,20,70.4,11,32,13,公牛,1
0.439,8,41.7,-10,0,2,4,0.695,20,70.4,11,32,13,公牛,0
0.439,8,41.7,-10,1,2,12,0.573,20,60.3,0,12,14,爵士,0
0.439,8,41.7,-10,0,2,1,0.573,20,60.3,0,12,14,爵士,0
0.439,8,41.7,-10,1,2,12,0.47600000000000003,1,45.2,0,-4,6,湖人,1
0.439,8,41.7,-10,0,1,1,0.47600000000000003,1,45.2,0,-4,6,湖人,1
0.439,8,41.7,-10,0,2,1,0.622,16,58.2,0,20,10,开拓者,0
0.439,8,41.7,-10,1,1,2,0.622,16,58.2,0,20,10,开拓者,1
0.439,8,41.7,-10,1,2,1,0.659,20,53.6,1,26,8,骑士,1
0.439,8,41.7,-10,0,6,2,0.659,20,53.6,1,26,8,骑士,0
0.439,8,41.7,-10,1,2,3,0.659,20,53.6,1,26,8,骑士,1
0.439,8,41.7,-10,0,2,4,0.659,20,53.6,1,26,8,骑士,0
0.439,8,41.7,-10,0,1,2,0.23199999999999998,2,41.8,0,-44,23,森林狼,1
0.439,8,41.7,-10,1,2,2,0.23199999999999998,2,41.8,0,-44,23,森林狼,1
0.439,8,41.7,-10,1,1,2,0.439,1,46.4,0,-10,12,掘金,1
0.439,8,41.7,-10,0,2,3,0.439,1,46.4,0,-10,12,掘金,1
0.439,8,41.7,-10,1,2,3,0.5,18,54.8,1,0,1,快船,1
0.439,8,41.7,-10,0,2,3,0.5,18,54.8,1,0,1,快船,1
0.512,8,41.7,2,1,195,11,0.61,4,48.6,0,18,22,魔术,0
0.512,8,41.7,2,0,1,11,0.61,4,48.6,0,18,22,魔术,1
0.512,8,41.7,2,1,2,12,0.61,4,48.6,0,18,22,魔术,0
0.512,8,41.7,2,0,2,1,0.61,4,48.6,0,18,22,魔术,1
0.512,8,41.7,2,1,3,4,0.61,4,48.6,0,18,22,魔术,0
0.512,8,41.7,2,0,1,11,0.6709999999999999,20,70.4,11,28,13,公牛,1
0.512,8,41.7,2,1,3,12,0.6709999999999999,20,70.4,11,28,13,公牛,0
0.512,8,41.7,2,0,6,2,0.6709999999999999,20,70.4,11,28,13,公牛,1
0.512,8,41.7,2,1,2,4,0.6709999999999999,20,70.4,11,28,13,公牛,0
0.512,8,41.7,2,1,5,11,0.244,7,46.1,0,-42,7,雄鹿,1
0.512,8,41.7,2,0,3,2,0.244,7,46.1,0,-42,7,雄鹿,1
0.512,8,41.7,2,0,3,3,0.244,7,46.1,0,-42,7,雄鹿,1
0.512,8,41.7,2,1,2,3,0.244,7,46.1,0,-42,7,雄鹿,1
0.512,8,41.7,2,1,5,11,0.6459999999999999,20,60.3,0,24,14,爵士,0
0.512,8,41.7,2,0,3,1,0.6459999999999999,20,60.3,0,24,14,爵士,1
0.512,8,41.7,2,1,2,11,0.695,20,53.6,1,32,18,老鹰,0
0.512,8,41.7,2,0,1,2,0.695,20,53.6,1,32,18,老鹰,0
0.512,8,41.7,2,0,2,3,0.695,20,53.6,1,32,18,老鹰,0
0.512,8,41.7,2,1,2,4,0.695,20,53.6,1,32,18,老鹰,1
0.512,8,41.7,2,0,5,4,0.695,20,53.6,1,32,18,老鹰,1
0.512,8,41.7,2,0,2,4,0.695,20,53.6,1,32,18,老鹰,0
0.512,8,41.7,2,1,3,5,0.695,20,53.6,1,32,18,老鹰,1
0.512,8,41.7,2,1,2,5,0.695,20,53.6,1,32,18,老鹰,0
0.512,8,41.7,2,0,3,5,0.695,20,53.6,1,32,18,老鹰,0
0.512,8,41.7,2,0,2,11,0.695,21,63.6,5,32,21,尼克斯,0
0.512,8,41.7,2,1,2,2,0.695,21,63.6,5,32,21,尼克斯,1
0.512,8,41.7,2,0,1,4,0.695,21,63.6,5,32,21,尼克斯,0
0.512,8,41.7,2,1,3,4,0.695,21,63.6,5,32,21,尼克斯,1
0.512,8,41.7,2,1,2,11,0.61,18,55.7,0,18,5,勇士,0
0.512,8,41.7,2,0,1,1,0.61,18,55.7,0,18,5,勇士,0
0.512,8,41.7,2,0,2,11,0.39,4,46.2,0,-18,4,凯尔特,1
0.512,8,41.7,2,1,2,12,0.39,4,46.2,0,-18,4,凯尔特,1
0.512,8,41.7,2,0,1,1,0.39,4,46.2,0,-18,4,凯尔特,0
0.512,8,41.7,2,1,2,3,0.39,4,46.2,0,-18,4,凯尔特,0
0.512,8,41.7,2,0,2,3,0.39,4,46.2,0,-18,4,凯尔特,1
0.512,8,41.7,2,1,1,11,0.5,2,50.5,0,0,9,黄蜂,1
0.512,8,41.7,2,1,2,1,0.5,2,50.5,0,0,9,黄蜂,1
0.512,8,41.7,2,0,3,2,0.5,2,50.5,0,0,9,黄蜂,1
0.512,8,41.7,2,0,2,4,0.5,2,50.5,0,0,9,黄蜂,0
0.512,8,41.7,2,1,3,11,0.573,16,58.2,0,12,10,开拓者,0
0.512,8,41.7,2,0,2,1,0.573,16,58.2,0,12,10,开拓者,0
0.512,8,41.7,2,0,2,12,0.7070000000000001,7,55.9,2,34,3,火箭,0
0.512,8,41.7,2,1,1,12,0.7070000000000001,7,55.9,2,34,3,火箭,0
0.512,8,41.7,2,0,2,12,0.5489999999999999,12,59.3,2,8,19,篮网,0
0.512,8,41.7,2,1,2,1,0.5489999999999999,12,59.3,2,8,19,篮网,1
0.512,8,41.7,2,0,1,2,0.5489999999999999,12,59.3,2,8,19,篮网,1
0.512,8,41.7,2,0,1,3,0.5489999999999999,12,59.3,2,8,19,篮网,0
0.512,8,41.7,2,1,2,4,0.5489999999999999,12,59.3,2,8,19,篮网,0
0.512,8,41.7,2,1,2,12,0.573,11,54.9,0,12,8,骑士,1
0.512,8,41.7,2,0,1,1,0.573,11,54.9,0,12,8,骑士,1
0.512,8,41.7,2,1,2,3,0.573,11,54.9,0,12,8,骑士,1
0.512,8,41.7,2,0,2,4,0.573,11,54.9,0,12,8,骑士,0
0.512,8,41.7,2,1,2,12,0.305,0,29.6,0,-32,20,76人,1
0.512,8,41.7,2,0,4,12,0.305,0,29.6,0,-32,20,76人,1
0.512,8,41.7,2,1,1,2,0.305,0,29.6,0,-32,20,76人,0
0.512,8,41.7,2,0,3,2,0.305,0,29.6,0,-32,20,76人,1
0.512,8,41.7,2,1,3,3,0.305,0,29.6,0,-32,20,76人,1
0.512,8,41.7,2,1,1,12,0.402,1,45.2,0,-16,6,湖人,1
0.512,8,41.7,2,0,2,3,0.402,1,45.2,0,-16,6,湖人,0
0.512,8,41.7,2,1,3,12,0.341,1,38.2,0,-26,11,国王,1
0.512,8,41.7,2,0,3,1,0.341,1,38.2,0,-26,11,国王,0
0.512,8,41.7,2,1,2,12,0.6709999999999999,2,40.1,0,28,2,马刺,0
0.512,8,41.7,2,0,2,2,0.6709999999999999,2,40.1,0,28,2,马刺,0
0.512,8,41.7,2,0,3,1,0.244,3,40.6,0,-42,15,活塞,1
0.512,8,41.7,2,1,2,1,0.244,3,40.6,0,-42,15,活塞,0
0.512,8,41.7,2,0,1,2,0.244,3,40.6,0,-42,15,活塞,1
0.512,8,41.7,2,1,3,3,0.244,3,40.6,0,-42,15,活塞,0
0.512,8,41.7,2,0,1,1,0.32899999999999996,3,42.7,0,-28,1,快船,1
0.512,8,41.7,2,1,3,1,0.32899999999999996,3,42.7,0,-28,1,快船,0
0.512,8,41.7,2,0,1,1,0.573,18,54.8,1,12,17,步行者,0
0.512,8,41.7,2,1,2,2,0.573,18,54.8,1,12,17,步行者,0
0.512,8,41.7,2,1,2,4,0.573,18,54.8,1,12,17,步行者,1
0.512,8,41.7,2,0,2,4,0.573,18,54.8,1,12,17,步行者,0
0.512,8,41.7,2,0,1,3,0.244,0,25.7,0,-42,23,森林狼,1
0.512,8,41.7,2,1,2,4,0.244,0,25.7,0,-42,23,森林狼,1
0.512,8,41.7,2,1,2,3,0.512,1,46.4,0,2,12,掘金,1
0.512,8,41.7,2,0,2,3,0.512,1,46.4,0,2,12,掘金,0
0.512,8,41.7,2,1,2,3,0.6829999999999999,4,53.3,0,30,16,太阳,0
0.512,8,41.7,2,0,1,3,0.6829999999999999,4,53.3,0,30,16,太阳,0
0.39,8,41.7,-18,0,180,11,0.732,20,60.3,0,38,14,爵士,0
0.39,8,41.7,-18,1,1,3,0.732,20,60.3,0,38,14,爵士,0
0.39,8,41.7,-18,0,2,11,0.72,4,53.3,0,36,16,太阳,0
0.39,8,41.7,-18,1,2,3,0.72,4,53.3,0,36,16,太阳,0
0.39,8,41.7,-18,0,2,11,0.317,18,55.7,0,-30,5,勇士,0
0.39,8,41.7,-18,1,2,3,0.317,18,55.7,0,-30,5,勇士,1
0.39,8,41.7,-18,0,1,11,0.293,2,40.1,0,-34,20,76人,0
0.39,8,41.7,-18,1,5,12,0.293,2,40.1,0,-34,20,76人,0
0.39,8,41.7,-18,0,1,12,0.293,2,40.1,0,-34,20,76人,0
0.39,8,41.7,-18,1,2,4,0.293,2,40.1,0,-34,20,76人,1
0.39,8,41.7,-18,0,2,4,0.293,2,40.1,0,-34,20,76人,0
0.39,8,41.7,-18,1,2,11,0.4270000000000001,4,46.2,0,-12,4,凯尔特,0
0.39,8,41.7,-18,0,5,1,0.4270000000000001,4,46.2,0,-12,4,凯尔特,0
0.39,8,41.7,-18,1,2,1,0.4270000000000001,4,46.2,0,-12,4,凯尔特,1
0.39,8,41.7,-18,1,3,3,0.4270000000000001,4,46.2,0,-12,4,凯尔特,0
0.39,8,41.7,-18,0,2,3,0.4270000000000001,4,46.2,0,-12,4,凯尔特,0
0.39,8,41.7,-18,0,3,11,0.695,4,48.6,0,32,22,魔术,0
0.39,8,41.7,-18,1,2,12,0.695,4,48.6,0,32,22,魔术,0
0.39,8,41.7,-18,0,1,12,0.695,4,48.6,0,32,22,魔术,0
0.39,8,41.7,-18,1,2,4,0.695,4,48.6,0,32,22,魔术,1
0.39,8,41.7,-18,1,2,11,0.524,11,54.9,0,4,8,骑士,1
0.39,8,41.7,-18,0,1,2,0.524,11,54.9,0,4,8,骑士,1
0.39,8,41.7,-18,1,2,4,0.524,11,54.9,0,4,8,骑士,1
0.39,8,41.7,-18,0,2,4,0.524,11,54.9,0,4,8,骑士,0
0.39,8,41.7,-18,0,2,11,0.341,3,40.6,0,-26,15,活塞,1
0.39,8,41.7,-18,0,1,1,0.341,3,40.6,0,-26,15,活塞,0
0.39,8,41.7,-18,1,2,2,0.341,3,40.6,0,-26,15,活塞,1
0.39,8,41.7,-18,1,2,4,0.341,3,40.6,0,-26,15,活塞,1
0.39,8,41.7,-18,1,4,11,0.47600000000000003,1,38.2,0,-4,11,国王,0
0.39,8,41.7,-18,0,2,1,0.47600000000000003,1,38.2,0,-4,11,国王,0
0.39,8,41.7,-18,0,1,11,0.61,2,50.5,0,18,9,黄蜂,0
0.39,8,41.7,-18,1,2,12,0.61,2,50.5,0,18,9,黄蜂,1
0.39,8,41.7,-18,0,2,3,0.61,2,50.5,0,18,9,黄蜂,0
0.39,8,41.7,-18,1,2,4,0.61,2,50.5,0,18,9,黄蜂,0
0.39,8,41.7,-18,1,2,12,0.366,0,36.6,0,-22,19,篮网,1
0.39,8,41.7,-18,0,1,12,0.366,0,36.6,0,-22,19,篮网,0
0.39,8,41.7,-18,1,1,3,0.366,0,36.6,0,-22,19,篮网,0
0.39,8,41.7,-18,0,4,4,0.366,0,36.6,0,-22,19,篮网,0
0.39,8,41.7,-18,0,1,12,0.634,18,54.8,1,22,17,步行者,0
0.39,8,41.7,-18,1,2,1,0.634,18,54.8,1,22,17,步行者,1
0.39,8,41.7,-18,0,2,2,0.634,18,54.8,1,22,17,步行者,0
0.39,8,41.7,-18,1,2,3,0.634,18,54.8,1,22,17,步行者,1
0.39,8,41.7,-18,0,2,12,0.6709999999999999,21,63.6,5,28,21,尼克斯,1
0.39,8,41.7,-18,1,2,1,0.6709999999999999,21,63.6,5,28,21,尼克斯,0
0.39,8,41.7,-18,1,2,2,0.6709999999999999,21,63.6,5,28,21,尼克斯,0
0.39,8,41.7,-18,0,1,2,0.6709999999999999,21,63.6,5,28,21,尼克斯,0
0.39,8,41.7,-18,0,3,4,0.6709999999999999,21,63.6,5,28,21,尼克斯,0
0.39,8,41.7,-18,1,2,12,0.5,1,46.4,0,0,12,掘金,0
0.39,8,41.7,-18,0,2,3,0.5,1,46.4,0,0,12,掘金,0
0.39,8,41.7,-18,1,2,12,0.512,20,53.6,1,2,18,老鹰,1
0.39,8,41.7,-18,0,2,1,0.512,20,53.6,1,2,18,老鹰,0
0.39,8,41.7,-18,1,2,1,0.512,20,53.6,1,2,18,老鹰,0
0.39,8,41.7,-18,0,1,3,0.512,20,53.6,1,2,18,老鹰,1
0.39,8,41.7,-18,1,3,12,0.415,7,46.1,0,-14,7,雄鹿,1
0.39,8,41.7,-18,0,3,1,0.415,7,46.1,0,-14,7,雄鹿,1
0.39,8,41.7,-18,1,6,2,0.415,7,46.1,0,-14,7,雄鹿,1
0.39,8,41.7,-18,0,2,2,0.415,7,46.1,0,-14,7,雄鹿,1
0.39,8,41.7,-18,1,3,12,0.573,7,55.9,2,12,3,火箭,0
0.39,8,41.7,-18,0,3,1,0.573,7,55.9,2,12,3,火箭,0
0.39,8,41.7,-18,1,2,12,0.207,13,46.0,1,-48,1,快船,1
0.39,8,41.7,-18,0,1,3,0.207,13,46.0,1,-48,1,快船,1
0.39,8,41.7,-18,0,1,12,0.573,20,70.4,11,12,13,公牛,0
0.39,8,41.7,-18,1,4,2,0.573,20,70.4,11,12,13,公牛,1
0.39,8,41.7,-18,0,1,3,0.573,20,70.4,11,12,13,公牛,0
0.39,8,41.7,-18,1,2,4,0.573,20,70.4,11,12,13,公牛,0
0.39,8,41.7,-18,1,1,1,0.256,1,26.9,0,-40,23,森林狼,1
0.39,8,41.7,-18,0,2,2,0.256,1,26.9,0,-40,23,森林狼,0
0.39,8,41.7,-18,0,1,1,0.585,11,54.9,1,14,6,湖人,0
0.39,8,41.7,-18,1,2,3,0.585,11,54.9,1,14,6,湖人,1
0.39,8,41.7,-18,0,1,1,0.7559999999999999,5,51.4,0,42,2,马刺,0
0.39,8,41.7,-18,1,2,1,0.7559999999999999,5,51.4,0,42,2,马刺,0
0.39,8,41.7,-18,1,2,3,0.537,4,43.1,0,6,10,开拓者,0
0.39,8,41.7,-18,0,2,3,0.537,4,43.1,0,6,10,开拓者,0
0.512,21,63.6,2,1,195,11,0.573,11,54.9,0,12,8,骑士,1
0.512,21,63.6,2,0,1,1,0.573,11,54.9,0,12,8,骑士,1
0.512,21,63.6,2,0,2,2,0.573,11,54.9,0,12,8,骑士,0
0.512,21,63.6,2,1,2,3,0.573,11,54.9,0,12,8,骑士,1
0.512,21,63.6,2,1,4,11,0.585,7,55.9,2,14,3,火箭,1
0.512,21,63.6,2,0,2,3,0.585,7,55.9,2,14,3,火箭,1
0.512,21,63.6,2,1,2,11,0.366,0,36.6,0,-22,19,篮网,1
0.512,21,63.6,2,0,1,12,0.366,0,36.6,0,-22,19,篮网,1
0.512,21,63.6,2,1,3,12,0.366,0,36.6,0,-22,19,篮网,1
0.512,21,63.6,2,0,2,2,0.366,0,36.6,0,-22,19,篮网,1
0.512,21,63.6,2,1,2,4,0.366,0,36.6,0,-22,19,篮网,1
0.512,21,63.6,2,0,1,11,0.732,4,48.6,0,38,22,魔术,0
0.512,21,63.6,2,1,1,11,0.732,4,48.6,0,38,22,魔术,1
0.512,21,63.6,2,1,2,2,0.732,4,48.6,0,38,22,魔术,0
0.512,21,63.6,2,0,1,2,0.732,4,48.6,0,38,22,魔术,0
0.512,21,63.6,2,1,4,11,0.634,18,54.8,1,22,17,步行者,0
0.512,21,63.6,2,0,2,12,0.634,18,54.8,1,22,17,步行者,0
0.512,21,63.6,2,0,2,4,0.634,18,54.8,1,22,17,步行者,0
0.512,21,63.6,2,0,2,11,0.561,20,53.6,1,10,18,老鹰,1
0.512,21,63.6,2,0,1,1,0.561,20,53.6,1,10,18,老鹰,0
0.512,21,63.6,2,1,2,2,0.561,20,53.6,1,10,18,老鹰,1
0.512,21,63.6,2,1,2,4,0.561,20,53.6,1,10,18,老鹰,0
0.512,21,63.6,2,1,4,11,0.439,16,58.2,0,-10,5,勇士,1
0.512,21,63.6,2,0,2,12,0.439,16,58.2,0,-10,5,勇士,0
0.512,21,63.6,2,1,1,11,0.183,0,19.6,0,-52,24,灰熊,1
0.512,21,63.6,2,0,1,1,0.183,0,19.6,0,-52,24,灰熊,0
0.512,21,63.6,2,0,2,11,0.561,7,52.1,0,10,15,活塞,1
0.512,21,63.6,2,1,2,12,0.561,7,52.1,0,10,15,活塞,0
0.512,21,63.6,2,1,4,3,0.561,7,52.1,0,10,15,活塞,1
0.512,21,63.6,2,0,1,3,0.561,7,52.1,0,10,15,活塞,1
0.512,21,63.6,2,1,1,12,0.5,2,50.5,0,0,9,黄蜂,1
0.512,21,63.6,2,0,1,12,0.5,2,50.5,0,0,9,黄蜂,0
0.512,21,63.6,2,1,2,1,0.5,2,50.5,0,0,9,黄蜂,0
0.512,21,63.6,2,0,2,4,0.5,2,50.5,0,0,9,黄蜂,1
0.512,21,63.6,2,0,2,12,0.256,0,29.0,0,-40,25,猛龙,1
0.512,21,63.6,2,1,6,2,0.256,0,29.0,0,-40,25,猛龙,0
0.512,21,63.6,2,1,3,3,0.256,0,29.0,0,-40,25,猛龙,1
0.512,21,63.6,2,0,1,12,0.402,0,29.3,0,-16,4,凯尔特,0
0.512,21,63.6,2,1,2,12,0.402,0,29.3,0,-16,4,凯尔特,0
0.512,21,63.6,2,1,2,2,0.402,0,29.3,0,-16,4,凯尔特,0
0.512,21,63.6,2,0,2,3,0.402,0,29.3,0,-16,4,凯尔特,1
0.512,21,63.6,2,0,3,12,0.5,4,53.3,0,0,16,太阳,1
0.512,21,63.6,2,1,1,1,0.5,4,53.3,0,0,16,太阳,0
0.512,21,63.6,2,0,1,12,0.47600000000000003,1,38.2,0,-4,11,国王,0
0.512,21,63.6,2,1,2,2,0.47600000000000003,1,38.2,0,-4,11,国王,1
0.512,21,63.6,2,0,2,12,0.354,13,46.0,1,-24,1,快船,0
0.512,21,63.6,2,1,2,12,0.354,13,46.0,1,-24,1,快船,1
0.512,21,63.6,2,1,2,12,0.6709999999999999,20,60.3,0,28,14,爵士,0
0.512,21,63.6,2,0,2,1,0.6709999999999999,20,60.3,0,28,14,爵士,0
0.512,21,63.6,2,0,3,12,0.573,18,55.7,0,12,21,尼克斯,0
0.512,21,63.6,2,1,2,1,0.573,18,55.7,0,12,21,尼克斯,0
0.512,21,63.6,2,0,2,1,0.573,18,55.7,0,12,21,尼克斯,0
0.512,21,63.6,2,1,2,4,0.573,18,55.7,0,12,21,尼克斯,1
0.512,21,63.6,2,0,2,1,0.4270000000000001,5,44.7,0,-12,12,掘金,1
0.512,21,63.6,2,1,2,2,0.4270000000000001,5,44.7,0,-12,12,掘金,1
0.512,21,63.6,2,0,2,1,0.537,4,43.1,0,6,10,开拓者,0
0.512,21,63.6,2,1,2,3,0.537,4,43.1,0,6,10,开拓者,0
0.512,21,63.6,2,0,2,1,0.6459999999999999,11,54.9,1,24,6,湖人,0
0.512,21,63.6,2,1,3,3,0.6459999999999999,11,54.9,1,24,6,湖人,0
0.512,21,63.6,2,1,2,1,0.72,5,51.4,0,36,2,马刺,1
0.512,21,63.6,2,0,2,3,0.72,5,51.4,0,36,2,马刺,0
0.512,21,63.6,2,0,2,1,0.878,20,70.4,11,62,13,公牛,0
0.512,21,63.6,2,1,2,2,0.878,20,70.4,11,62,13,公牛,1
0.512,21,63.6,2,1,3,4,0.878,20,70.4,11,62,13,公牛,0
0.512,21,63.6,2,0,2,4,0.878,20,70.4,11,62,13,公牛,0
0.512,21,63.6,2,0,5,4,0.878,20,70.4,11,62,13,公牛,0
0.512,21,63.6,2,0,2,4,0.878,20,70.4,11,62,13,公牛,0
0.512,21,63.6,2,1,3,5,0.878,20,70.4,11,62,13,公牛,0
0.512,21,63.6,2,1,2,2,0.22,2,40.1,0,-46,20,76人,1
0.512,21,63.6,2,0,2,2,0.22,2,40.1,0,-46,20,76人,1
0.512,21,63.6,2,1,2,2,0.22,2,40.1,0,-46,20,76人,1
0.512,21,63.6,2,0,2,4,0.22,2,40.1,0,-46,20,76人,0
0.512,21,63.6,2,0,2,3,0.317,1,26.9,0,-30,23,森林狼,0
0.512,21,63.6,2,1,2,3,0.317,1,26.9,0,-30,23,森林狼,1
0.512,21,63.6,2,0,2,3,0.305,7,46.1,0,-32,7,雄鹿,1
0.512,21,63.6,2,1,1,4,0.305,7,46.1,0,-32,7,雄鹿,1
0.512,21,63.6,2,0,2,4,0.305,7,46.1,0,-32,7,雄鹿,1
0.7440000000000001,21,63.6,40,1,184,11,0.6829999999999999,20,53.6,1,30,18,老鹰,1
0.7440000000000001,21,63.6,40,0,2,11,0.6829999999999999,20,53.6,1,30,18,老鹰,0
0.7440000000000001,21,63.6,40,1,2,1,0.6829999999999999,20,53.6,1,30,18,老鹰,1
0.7440000000000001,21,63.6,40,0,1,11,0.47600000000000003,18,54.8,1,-4,17,步行者,1
0.7440000000000001,21,63.6,40,1,3,12,0.47600000000000003,18,54.8,1,-4,17,步行者,0
0.7440000000000001,21,63.6,40,1,2,2,0.47600000000000003,18,54.8,1,-4,17,步行者,1
0.7440000000000001,21,63.6,40,0,2,4,0.47600000000000003,18,54.8,1,-4,17,步行者,1
0.7440000000000001,21,63.6,40,1,4,11,0.841,20,70.4,11,56,13,公牛,0
0.7440000000000001,21,63.6,40,0,1,11,0.841,20,70.4,11,56,13,公牛,0
0.7440000000000001,21,63.6,40,0,1,12,0.841,20,70.4,11,56,13,公牛,1
0.7440000000000001,21,63.6,40,1,2,4,0.841,20,70.4,11,56,13,公牛,1
0.7440000000000001,21,63.6,40,0,2,5,0.841,20,70.4,11,56,13,公牛,0
0.7440000000000001,21,63.6,40,0,2,5,0.841,20,70.4,11,56,13,公牛,0
0.7440000000000001,21,63.6,40,1,2,5,0.841,20,70.4,11,56,13,公牛,0
0.7440000000000001,21,63.6,40,1,2,5,0.841,20,70.4,11,56,13,公牛,1
0.7440000000000001,21,63.6,40,0,2,5,0.841,20,70.4,11,56,13,公牛,0
0.7440000000000001,21,63.6,40,1,2,11,0.402,4,46.2,0,-16,7,雄鹿,1
0.7440000000000001,21,63.6,40,0,2,12,0.402,4,46.2,0,-16,7,雄鹿,1
0.7440000000000001,21,63.6,40,1,1,2,0.402,4,46.2,0,-16,7,雄鹿,1
0.7440000000000001,21,63.6,40,0,2,3,0.402,4,46.2,0,-16,7,雄鹿,1
0.7440000000000001,21,63.6,40,1,3,11,0.659,2,45.7,0,26,9,黄蜂,1
0.7440000000000001,21,63.6,40,0,1,12,0.659,2,45.7,0,26,9,黄蜂,1
0.7440000000000001,21,63.6,40,0,2,3,0.659,2,45.7,0,26,9,黄蜂,0
0.7440000000000001,21,63.6,40,1,1,11,0.268,0,33.3,0,-38,20,76人,0
0.7440000000000001,21,63.6,40,0,1,12,0.268,0,33.3,0,-38,20,76人,1
0.7440000000000001,21,63.6,40,1,2,2,0.268,0,33.3,0,-38,20,76人,1
0.7440000000000001,21,63.6,40,0,3,2,0.268,0,33.3,0,-38,20,76人,1
0.7440000000000001,21,63.6,40,0,3,11,0.256,5,44.7,0,-40,12,掘金,1
0.7440000000000001,21,63.6,40,1,2,2,0.256,5,44.7,0,-40,12,掘金,1
0.7440000000000001,21,63.6,40,0,1,11,0.171,0,19.6,0,-54,24,灰熊,1
0.7440000000000001,21,63.6,40,1,3,3,0.171,0,19.6,0,-54,24,灰熊,1
0.7440000000000001,21,63.6,40,0,2,11,0.415,1,38.2,0,-14,11,国王,1
0.7440000000000001,21,63.6,40,1,3,3,0.415,1,38.2,0,-14,11,国王,1
0.7440000000000001,21,63.6,40,0,2,11,0.488,12,51.8,0,-2,16,太阳,1
0.7440000000000001,21,63.6,40,1,1,1,0.488,12,51.8,0,-2,16,太阳,1
0.7440000000000001,21,63.6,40,0,2,11,0.366,16,58.2,0,-22,5,勇士,1
0.7440000000000001,21,63.6,40,1,3,3,0.366,16,58.2,0,-22,5,勇士,1
0.7440000000000001,21,63.6,40,0,1,11,0.439,13,46.0,1,-10,1,快船,1
0.7440000000000001,21,63.6,40,1,2,4,0.439,13,46.0,1,-10,1,快船,1
0.7440000000000001,21,63.6,40,1,3,11,0.183,0,29.3,0,-52,4,凯尔特,1
0.7440000000000001,21,63.6,40,0,3,1,0.183,0,29.3,0,-52,4,凯尔特,1
0.7440000000000001,21,63.6,40,1,2,1,0.183,0,29.3,0,-52,4,凯尔特,1
